Vreme,Temperatura,Pritisak,Zvuk,Svetlost,Pritisak,Vlažnost,Komentar
s,°C,kPa,dBA,lx,kPa,%RH,

240,19.5,100.7,68.1,1000,100.46,32.1,
240.48,19.5,100.7,44.1,1000,100.40,32.1,
240.96,19.5,100.7,58.6,1000,100.44,32.1,
241.44,19.5,100.7,76.7,1000,100.44,32.1,
241.92,19.5,100.7,66.7,1000,100.46,32.1,
242.4,19.6,100.7,71.7,1000,100.47,32.1,
242.88,19.6,100.7,60.1,1000,100.43,32.2,
243.36,19.6,100.7,64.0,1000,100.44,32.2,
243.84,19.6,100.7,77.6,1000,100.44,32.2,
244.32,19.6,100.7,80.0,1000,100.44,32.2,
244.8,19.6,100.7,77.3,1000,100.44,32.2,
245.28,19.6,100.7,80.7,1000,100.45,32.2,
245.76,19.6,100.7,80.0,1000,100.47,32.2,
246.24,19.7,100.7,83.9,1000,100.44,32.2,
246.72,19.7,100.7,82.9,1000,100.46,32.2,
247.2,19.7,100.7,74.3,1000,100.50,32.2,
247.68,19.7,100.7,81.8,1000,100.45,32.2,
248.16,19.7,100.7,71.3,1000,100.46,32.2,
248.64,19.7,100.7,80.9,1000,100.48,32.2,
249.12,19.7,100.7,75.3,1000,100.42,32.2,
249.6,19.7,100.7,81.6,1000,100.45,32.2,
250.08,19.7,100.7,79.0,1000,100.47,32.2,
250.56,19.8,100.7,60.4,1000,100.45,32.2,
251.04,19.8,100.7,46.5,1000,100.44,32.2,
251.52,19.8,100.7,65.0,1000,100.46,32.2,
252,19.8,100.7,72.1,1000,100.43,32.2,
252.48,19.8,100.7,54.4,1000,100.47,32.2,
252.96,19.8,100.7,64.7,1000,100.44,32.2,
253.44,19.8,100.7,62.3,1000,100.46,32.2,
253.92,19.8,100.7,87.8,1000,100.43,32.2,
254.4,19.8,100.7,91.4,1000,100.48,32.0,
254.88,19.9,100.7,91.7,1000,100.46,31.6,
255.36,19.9,100.7,89.5,1000,100.45,31.2,
255.84,19.9,100.7,91.7,1000,100.45,31.0,
256.32,19.9,100.7,87.2,1000,100.39,30.7,
256.8,19.9,100.7,91.6,1000,100.44,30.6,
257.28,19.9,100.7,89.9,1000,100.47,30.2,
257.76,19.9,100.7,90.5,1000,100.43,30.0,
258.24,19.9,100.7,91.5,1000,100.44,29.7,
258.72,19.9,100.7,88.5,1000,100.43,29.5,
259.2,20.0,100.7,87.9,1000,100.44,29.3,
259.68,20.0,100.7,70.3,1000,100.44,29.2,
260.16,20.0,100.7,67.4,1000,100.42,29.2,
260.64,20.0,100.7,53.1,1000,100.45,29.3,
261.12,20.0,100.7,40.0,1000,100.43,29.5,
261.6,20.0,100.7,40.0,1000,100.45,29.6,
262.08,20.0,100.7,62.3,1000,100.45,29.8,
262.56,20.0,100.9,63.1,1000,100.44,29.9,
263.04,20.0,100.7,48.3,1000,100.45,30.1,
263.52,20.0,100.9,40.0,1000,100.44,30.2,
264,20.0,100.9,79.9,1000,100.41,30.4,
264.48,20.1,100.7,60.8,1000,100.47,30.5,
264.96,20.1,100.7,43.0,1000,100.46,30.6,
265.44,20.1,100.7,40.0,1000,100.45,30.7,
265.92,20.1,100.7,40.0,1000,100.43,30.8,
266.4,20.1,100.9,75.7,1000,100.43,30.9,
266.88,20.1,100.7,74.9,1000,100.44,31.0,
267.36,20.1,100.7,74.2,1000,100.42,31.0,
267.84,20.1,100.9,76.1,1000,100.44,31.1,
268.32,20.1,100.9,66.1,1000,100.44,31.2,
268.8,20.1,100.7,40.0,1000,100.46,31.2,
269.28,20.1,100.9,66.2,1000,100.43,31.3,
269.76,20.2,100.9,76.0,1000,100.46,31.3,
270.24,20.2,100.9,56.8,1000,100.45,31.3,
270.72,20.2,100.9,40.0,1000,100.45,31.4,
271.2,20.2,100.7,40.0,1000,100.43,31.4,
271.68,20.2,100.9,40.0,1000,100.43,31.4,
272.16,20.2,100.9,66.1,1000,100.47,31.4,
272.64,20.2,100.9,63.1,1000,100.44,31.5,
273.12,20.2,100.9,64.4,1000,100.43,31.5,
273.6,20.2,100.9,67.0,1000,100.45,31.5,
274.08,20.2,100.9,72.0,1000,100.42,31.5,
274.56,20.2,100.9,57.7,1000,100.45,31.5,
275.04,20.2,100.9,68.5,1000,100.47,31.5,
275.52,20.2,100.9,65.8,1000,100.46,31.5,
276,20.3,100.9,71.3,1000,100.41,31.5,
276.48,20.3,100.9,66.9,1000,100.43,31.5,
276.96,20.3,100.9,65.3,1000,100.44,31.5,
277.44,20.3,100.9,52.9,1000,100.46,31.5,
277.92,20.3,100.9,55.5,1000,100.43,31.5,
278.4,20.3,100.9,41.2,1000,100.47,31.5,
278.88,20.3,100.9,75.7,1000,100.43,31.5,
279.36,20.3,100.9,53.9,1000,100.41,31.5,
279.84,20.3,100.9,74.5,1000,100.46,31.5,
280.32,20.3,100.9,72.3,1000,100.45,31.5,
280.8,20.3,100.9,70.3,1000,100.46,31.5,
281.28,20.3,100.9,40.0,1000,100.45,31.5,
281.76,20.3,100.9,73.3,1000,100.47,31.5,
282.24,20.4,100.9,55.7,1000,100.44,31.5,
282.72,20.4,100.9,40.0,1000,100.43,31.5,
283.2,20.4,100.9,52.7,1000,100.44,31.5,
283.68,20.4,100.9,66.9,1000,100.45,31.5,
284.16,20.4,100.9,73.6,1000,100.42,31.5,
284.64,20.4,100.9,64.5,1000,100.44,31.5,
285.12,20.4,100.9,50.0,1000,100.45,31.5,
285.6,20.4,100.9,65.9,1000,100.45,31.5,
286.08,20.4,100.9,73.2,1000,100.44,31.5,
286.56,20.4,100.9,65.5,1000,100.43,31.4,
287.04,20.4,100.9,40.0,1000,100.45,31.4,
287.52,20.5,100.9,65.9,1000,100.45,31.4,
288,20.5,100.9,76.6,1000,100.41,31.4,
288.48,20.5,100.9,47.6,1000,100.47,31.5,
288.96,20.5,100.9,58.9,845,100.44,31.5,
289.44,20.5,100.9,61.7,1000,100.43,31.5,
289.92,20.5,100.9,85.0,1000,100.45,31.5,
290.4,20.5,100.9,60.9,863,100.49,31.5,
290.88,20.5,100.9,71.7,573,100.48,31.5,
291.36,20.5,100.9,58.2,511,100.43,31.6,
291.84,20.5,100.9,51.8,495,100.45,31.7,
292.32,20.5,100.9,80.6,499,100.45,31.8,
292.8,20.5,100.9,55.9,555,100.45,32.3,
293.28,20.6,100.9,46.7,648,100.44,34.8,
293.76,20.6,100.9,69.8,601,100.44,37.4,
294.24,20.6,100.9,40.0,1000,100.45,40.3,
294.72,20.6,100.9,40.0,1000,100.44,42.9,
295.2,20.6,100.9,47.9,1000,100.45,44.7,
295.68,20.6,100.9,54.7,1000,100.44,46.0,
296.16,20.6,100.9,59.8,1000,100.44,46.9,
296.64,20.6,100.9,40.0,1000,100.43,47.4,
297.12,20.6,100.9,68.6,1000,100.42,47.7,
297.6,20.6,100.9,48.6,1000,100.44,47.8,
298.08,20.6,100.9,70.2,949,100.45,47.8,
298.56,20.6,100.9,60.5,1000,100.42,47.7,
299.04,20.6,100.9,40.0,1000,100.45,47.6,
299.52,20.6,100.9,49.5,1000,100.47,47.3,
300,20.6,100.9,40.0,1000,100.46,47.1,
300.48,20.7,101.1,47.7,1000,100.48,46.9,
300.96,20.7,101.1,40.0,1000,100.40,46.6,
301.44,20.7,100.9,40.0,1000,100.45,46.3,
301.92,20.7,100.9,64.3,1000,100.46,46.0,
302.4,20.7,101.1,63.6,1000,100.44,45.7,
302.88,20.7,101.1,68.9,1000,100.39,45.4,
303.36,20.7,101.1,61.9,1000,100.46,45.2,
303.84,20.7,101.1,40.0,1000,100.44,44.9,
304.32,20.7,101.1,73.3,1000,100.40,44.7,
304.8,20.7,101.1,64.4,1000,100.47,44.4,
305.28,20.7,101.1,40.0,1000,100.42,44.2,
305.76,20.7,101.1,40.0,1000,100.47,44.0,
306.24,20.7,101.1,58.5,1000,100.45,43.9,
306.72,20.7,101.1,65.4,1000,100.44,43.7,
307.2,20.7,101.1,40.0,1000,100.42,43.6,
307.68,20.7,101.1,66.5,1000,100.42,43.4,
308.16,20.8,101.1,70.1,1000,100.45,43.3,
308.64,20.8,101.1,70.7,1000,100.45,43.2,
309.12,20.8,101.1,74.3,1000,100.44,43.1,
309.6,20.8,100.9,58.2,1000,100.44,43.0,
310.08,20.8,101.1,64.6,1000,100.43,43.0,
310.56,20.8,101.1,69.7,1000,100.43,42.9,
311.04,20.8,101.1,60.5,1000,100.46,42.8,
311.52,20.8,101.1,43.3,1000,100.46,42.7,
312,20.8,101.1,74.9,1000,100.47,42.6,
312.48,20.8,101.1,60.7,1000,100.43,42.6,
312.96,20.8,101.1,73.3,1000,100.43,42.5,
313.44,20.8,101.1,59.4,1000,100.46,42.4,
313.92,20.8,101.1,63.6,1000,100.44,42.4,
314.4,20.8,101.1,46.2,1000,100.42,42.3,
314.88,20.8,101.1,63.9,1000,100.42,42.2,
315.36,20.8,101.1,69.9,1000,100.44,42.1,
315.84,20.9,101.1,71.5,1000,100.46,42.1,
316.32,20.9,101.1,77.6,1000,100.45,42.0,
316.8,20.9,101.1,68.9,1000,100.43,41.9,
317.28,20.9,101.1,60.8,1000,100.46,41.8,
317.76,20.9,101.1,61.7,1000,100.46,41.8,
318.24,20.9,101.1,70.9,1000,100.45,41.7,
318.72,20.9,101.1,79.1,1000,100.48,41.6,
319.2,20.9,101.1,40.0,1000,100.43,41.6,
319.68,20.9,101.1,69.3,1000,100.43,41.5,
320.16,20.9,101.1,58.0,1000,100.44,41.4,
320.64,20.9,101.1,68.8,1000,100.44,41.4,
321.12,20.9,101.1,61.0,1000,100.44,41.3,
321.6,20.9,101.1,77.1,1000,100.43,41.3,
322.08,20.9,101.1,76.1,1000,100.44,41.2,
322.56,21.0,101.1,74.1,1000,100.43,41.1,
323.04,21.0,101.1,74.7,1000,100.43,41.1,
323.52,21.0,101.1,75.0,1000,100.43,41.0,
324,21.0,101.1,40.0,1000,100.45,40.9,
324.48,21.0,101.1,40.0,1000,100.45,40.9,
324.96,21.0,101.1,40.0,1000,100.43,40.8,
325.44,21.0,101.1,64.7,1000,100.44,40.7,
325.92,21.0,101.1,65.1,1000,100.45,40.7,
326.4,21.0,101.1,83.9,1000,100.45,40.6,
326.88,21.0,101.1,69.3,1000,100.45,40.5,
327.36,21.0,101.1,61.8,1000,100.46,40.5,
327.84,21.0,101.1,40.0,1000,100.44,40.4,
328.32,21.0,101.1,60.3,1000,100.48,40.4,
328.8,21.0,101.1,72.1,1000,100.41,40.3,
329.28,21.0,101.1,64.1,1000,100.44,40.3,
329.76,21.0,101.1,77.9,1000,100.44,40.2,
330.24,21.0,101.1,78.2,1000,100.46,40.2,
330.72,21.1,101.1,67.8,1000,100.45,40.1,
331.2,21.1,101.1,40.0,1000,100.44,40.1,
331.68,21.1,101.1,69.9,1000,100.45,40.0,
332.16,21.1,101.1,71.0,1000,100.45,39.9,
332.64,21.1,101.1,54.9,1000,100.45,39.9,
333.12,21.1,101.1,40.0,1000,100.41,39.8,
333.6,21.1,101.1,40.0,1000,100.42,39.8,
334.08,21.1,101.1,40.0,1000,100.45,39.7,
334.56,21.1,101.1,62.2,1000,100.48,39.6,
335.04,21.1,101.1,72.8,1000,100.45,39.4,
335.52,21.1,101.1,40.9,1000,100.44,39.3,
336,21.1,101.1,40.0,1000,100.49,39.2,
336.48,21.1,101.1,67.3,1000,100.43,39.1,
336.96,21.1,101.1,44.3,1000,100.46,39.1,
337.44,21.1,101.1,58.7,1000,100.43,39.0,
337.92,21.1,101.1,72.2,1000,100.42,38.9,
338.4,21.1,101.3,70.2,1000,100.46,38.8,
338.88,21.1,101.1,73.4,1000,100.44,38.8,
339.36,21.1,101.1,55.5,1000,100.44,38.7,
339.84,21.1,101.1,78.5,1000,100.46,38.7,
340.32,21.1,101.1,40.0,1000,100.46,38.6,
340.8,21.1,101.1,40.0,1000,100.47,38.6,
341.28,21.2,101.1,78.7,1000,100.45,38.5,
341.76,21.2,101.1,71.4,1000,100.46,38.5,
342.24,21.2,101.1,54.6,1000,100.42,38.5,
342.72,21.2,101.3,70.9,1000,100.44,38.4,
343.2,21.2,101.1,63.0,1000,100.42,38.4,
343.68,21.2,101.1,72.6,1000,100.43,38.4,
344.16,21.2,101.1,66.5,1000,100.43,38.3,
344.64,21.2,101.3,72.1,1000,100.40,38.3,
345.12,21.2,101.1,69.9,1000,100.44,38.3,
345.6,21.2,101.1,40.0,1000,100.44,38.2,
346.08,21.2,101.1,44.8,1000,100.46,38.2,
346.56,21.2,101.1,40.0,928,100.44,38.2,
347.04,21.2,101.3,76.6,1000,100.44,38.2,
347.52,21.2,101.1,65.4,1000,100.43,38.1,
348,21.2,101.3,69.3,1000,100.48,38.1,
348.48,21.2,101.3,74.5,1000,100.47,38.0,
348.96,21.2,101.3,73.8,1000,100.46,38.0,
349.44,21.2,101.3,76.9,1000,100.46,37.9,
349.92,21.2,101.3,51.9,1000,100.42,37.9,
350.4,21.2,101.1,40.0,1000,100.44,37.9,
350.88,21.3,101.3,82.1,1000,100.44,37.8,
351.36,21.2,101.3,48.7,1000,100.44,37.8,
351.84,21.3,101.3,67.0,1000,100.46,37.7,
352.32,21.3,101.3,80.2,1000,100.45,37.7,
352.8,21.3,101.3,71.8,1000,100.44,37.7,
353.28,21.3,101.3,75.5,1000,100.45,37.7,
353.76,21.3,101.3,66.4,1000,100.42,37.6,
354.24,21.3,101.3,42.6,1000,100.42,37.6,
